PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
306654041,23036629,99,2023-03-12T00:52:00,"100 Block Washington Pl Pittsburgh, PA 15219",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,,,-80.06151183,40.34406028
308025040,23045451,10,2023-03-28T10:33:00,"600 Block Greer St Pittsburgh, PA 15207",N,Greenfield,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1517,5,3,-79.93914245,40.42341705
308042954,23045582,99,2023-03-28T17:11:00,"1200 Block Reedsdale St Pittsburgh, PA 15233",N,Central North Side,1,AIDED CASE,9497 Aided Case,2206,6,6,-80.01999368,40.44839945
308044130,23045636,99,2023-03-28T18:10:00,"1700 Block Seaton St Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1918,,,,
308046077,23045674,99,2023-03-28T17:14:00,"200 Block Carrington St Pittsburgh, PA 15212",N,Central North Side,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2503,6,1,-80.00986887,40.45881315
-3530247811,23045912,0,2023-03-29T10:04:00,"2200 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1608,3,3,-79.97594584,40.41715806
308109555,23046029,99,2023-03-29T14:24:00,"700 Block Berkshire Ave Pittsburgh, PA 15226",Y,Brookline,6,AIDED CASE,9497 Aided Case,1918,4,5,-80.02239,40.39398765
305839366,23031742,10,2023-03-02T17:35:00,"1300 Block Ferris Ct Pittsburgh, PA 15221",N,Homewood North,5,HARRASSMENT,2709(a) Harassment.,1301,9,2,-79.8876404,40.45958569
305842011,23031771,29,2023-03-02T18:45:00,"1600 Block Westmont Ave Pittsburgh, PA 15210",N,Carrick,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,2901,4,3,-79.99059189,40.39977651
305846027,23031673,0,2023-03-02T15:30:00,"400 Block N Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,99,3503(b.1) Criminal Trespass - Simple Trespasser,1115,9,2,-79.92217494,40.46516578
305878966,23031486,27,2023-03-02T09:26:00,"200 Block Overbrook Blvd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,4,3,-79.9880442,40.38927616
305979827,23032597,0,2023-03-04T08:04:00,"1200 Block Juniata St Pittsburgh, PA 15233",Y,Manchester,1,99,9998 Overdose Other,2107,,,,
305985454,23032618,0,2023-03-04T01:52:00,"4500 Block Carroll St Pittsburgh, PA 15224",N,Bloomfield,5,99,901 Criminal Attempt,903,7,2,-79.95131593,40.46526872
305997756,23032731,99,2023-03-04T14:02:00,"1100 Block Portland St Pittsburgh, PA 15206",N,Highland Park,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1102,7,2,-79.92334035,40.47515704
306004295,23032708,0,2023-03-04T13:02:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,9,2,-79.92217494,40.46516578
306941852,23038020,14,2023-03-14T23:41:00,"5700 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 8106 Shots Fired,1115,7,2,-79.93378526,40.4583619
306946843,23038081,10,2023-03-15T03:30:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,3,HARRASSMENT,2709(a) Harassment.,509,6,3,-79.97383971,40.4509833
307106827,23038957,27,2023-03-16T16:00:00,"Frankstown Ave & Madonna St Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,9,2,-79.87521237,40.45866198
307110454,23039000,3,2023-03-08T14:20:00,"5500 Block Columbo St Pittsburgh, PA 15206",N,Garfield,5,ROBBERY,3701 Robbery.,1114,9,2,-79.93167064,40.46861414
307165153,23038569,99,2023-03-10T00:01:00,"500 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2609,,,,
307226820,23040195,14,2023-03-18T21:21:00,"2300 Block Jane St Pittsburgh, PA 15203",Y,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 5505 Public Drunkenness,1609,3,3,-79.97265819,40.42578345
307245406,23040365,0,2023-03-19T05:00:00,"Shadeland Ave & Dickson St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired / 3323 Stop Signs and Yield Signs.,2715,1,1,-80.03030282,40.46977917
308136179,23046368,0,2023-03-30T00:17:00,"300 Block La Marido St Pittsburgh, PA 15226",N,Brookline,6,99,9093 Indirect Criminal Contempt,1917,4,5,-80.01807804,40.40035183
308190364,23046568,99,2023-03-30T12:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.90861668,40.47030563
308196797,23046291,11,2023-03-29T23:34:00,"4200 Block Geneva St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT BY DECEPTION,3922 Theft by Deception.,902,7,2,-79.95572286,40.467018
308240379,23047088,24,2023-03-31T12:07:00,"3400 Block 5th Ave Pittsburgh, PA 15213",N,Central Oakland,4,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 901 Criminal Attempt,405,6,3,-79.96188288,40.43912092
305749303,23031194,99,2023-03-01T18:00:00,"5th Ave & Penn Ave Pittsburgh, PA 15208",N,Larimer,5,FOUND PROPERTY,9489 Found Property,1208,9,3,-79.91242691,40.45404527
306900486,23037313,10,2023-03-10T15:21:00,"200 Block Paul St Pittsburgh, PA 15211",Y,Mount Washington,3,HARRASSMENT,2709(a) Harassment.,1915,,,,
-3643034505,23038010,6,2023-03-14T03:00:00,"2900 Block Glasgow St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,2018,,,,
307119548,23039005,99,2023-03-16T21:24:00,"Penn Ave & S Lexington St Pittsburgh, PA 15208",Y,Point Breeze,4,MENTAL 201/302,9498 302 (Mental),1406,9,3,-79.89977555,40.44867021
307128411,23039138,10,2023-03-17T00:08:00,"2300 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,HARRASSMENT,2709(a) Harassment.,203,,,,
308116209,23046054,5,2023-03-29T14:35:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",Y,Homewood North,5,BURGLARY,3502 Burglary. / 3304 Criminal Mischief. / 3503(b.1)(1)(iii) Criminal Trespass/Simple Trespasser - Defacing or Damaging the Premises / 901 Criminal Attempt / 902 Criminal Solicitation.,1302,9,2,-79.8962698,40.45738892
308254157,23047254,18,2023-03-31T17:55:00,"N Braddock Ave & Penn Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 4524 Windshield Obstructions and Wipers.,1405,9,3,-79.89516499,40.44714066
306804256,23037584,6,2023-03-14T01:40:00,"50 Block 11th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,3,3,-79.98767554,40.4289675
306985279,23035557,18,2023-03-09T21:23:00,"100 Block Enterprise St Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3354 Additional Parking Regulations.,1301,,,,
307014935,23038411,29,2023-03-15T16:48:00,"400 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile / 9498 302 (Mental),2609,1,1,-80.00190476,40.47983722
307016023,23038513,29,2023-03-15T16:48:00,"400 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2609,1,1,-80.00190476,40.47983722
307016780,23038547,29,2023-03-15T16:48:00,"300 Block Mt Pleasant Rd Pittsburgh, PA ",N,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2609,,,,
307016954,23038549,0,2023-03-15T17:55:00,"4400 Block Penn Ave Pittsburgh, PA 15224",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): Assist outside agency: Polk Police,902,7,2,-79.95327191,40.46597142
307089850,23038749,27,2023-03-14T15:30:00,"Bingham St & Bedford Sq Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9866783,40.42941929
307123012,23039076,6,2023-03-16T21:26:00,"800 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2304,1,1,-79.99671093,40.45441867
307123102,23039060,10,2023-03-16T20:38:00,"5700 Block Baum Blvd Pittsburgh, PA 15206",Y,East Liberty,5,HARRASSMENT,2709(a) Harassment. / 5503 Disorderly Conduct.,1115,7,2,-79.93378526,40.4583619
308125586,23046118,3,2023-03-29T16:50:00,"1600 Block Hawthorne St Pittsburgh, PA 15206",Y,Stanton Heights,5,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 3925 Receiving Stolen Property. / 9093 Indirect Criminal Contempt / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1018,7,2,-79.93273616,40.4864106
308127420,23046237,0,2023-03-29T16:50:00,"1600 Block Hawthorne St Pittsburgh, PA 15206",Y,Stanton Heights,5,99,9093 Indirect Criminal Contempt,1018,7,2,-79.93273616,40.4864106
308128915,23046210,27,2023-03-29T19:10:00,"Wyoming St & Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1914,2,5,-80.0063759,40.42899647
306928657,23037900,0,2023-03-14T16:53:00,"500 Block Calera St Pittsburgh, PA 15207",N,Hays,4,99,3926.C1 THEFT OF SERVICES,3101,5,3,-79.93392564,40.3809736
307005009,23038398,27,2023-03-15T16:40:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,7,6,-79.99237744,40.44416294
307078601,23038810,10,2023-03-16T12:00:00,"200 Block Fern St Pittsburgh, PA 15224",Y,Garfield,5,HARRASSMENT,2709(a) Harassment.,1016,9,2,-79.937388,40.47178423
308200250,23046951,5,2023-03-31T03:11:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,BURGLARY,3502 Burglary. / 901 Criminal Attempt,305,,,,
306016650,23032964,6,2023-03-04T22:42:00,"1000 Block Wheeler St Pittsburgh, PA 15221",N,Homewood North,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1301,9,2,-79.88451392,40.45768104
306022047,23033069,0,2023-03-05T03:04:00,"W North Ave & Beaver Ave Pittsburgh, PA 15233",N,Chateau,1,99,1543 Driving While Operating Privilege is Suspended or Revoked. / 627.02(b)(i) Possessing a small amount of marijuana / 3736 Reckless Driving,2108,6,1,-80.02853379,40.45184831
306931877,23037899,0,2023-03-14T17:00:00,"Irvine St & Tullymet St Pittsburgh, PA 15207",Y,Hazelwood,4,99,1371 Operation Following Suspension of Registration. / 627.02(b)(i) Possessing a small amount of marijuana,1501,5,3,-79.94597911,40.41458294
306946850,23038080,99,2023-03-15T04:12:00,"200 Block Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,,
307008879,23038454,27,2023-03-15T18:00:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,804,8,2,-79.94928072,40.45255923
307018045,23038537,18,2023-03-15T20:55:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",Y,Arlington Heights,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,1604,3,3,-79.96345298,40.41771717
307250464,23040288,6,2023-03-19T01:15:00,"200 Block North Shore Dr Pittsburgh, PA 15212",N,Central Business District,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,1,1,-80.00888146,40.45523228
307253266,23040405,5,2023-03-19T08:38:00,"700 Block Arch St Pittsburgh, PA 15212",Y,Allegheny Center,1,BURGLARY,3502 Burglary.,2204,1,1,-80.01041185,40.45340617
305842539,23031700,11,2023-03-02T16:02:00,"1000 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,1201,9,2,-79.88700326,40.48695065
305857235,23031878,0,2023-03-02T22:37:00,"1400 Block Chicago St Pittsburgh, PA 15214",N,Northview Heights,1,99,3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants),2609,,,,
305865295,23031955,0,2023-03-03T03:41:00,"1800 Block Colwell St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,607.03 Discharging Firearm or Airgun / 8106 Shots Fired,305,6,3,-79.9802086,40.43903632
305904667,23032067,10,2023-03-03T10:00:00,"Elmont St Pittsburgh, PA 15205",N,Crafton Heights,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2815,2,5,-80.05586031,40.43920886
306164852,23034097,9,2023-03-07T06:25:00,"500 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,FORGERY,4101 Forgery.,201,6,6,-80.00363302,40.44129186
306694198,23037054,3,2023-03-13T00:15:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 2706 Terroristic Threats.,501,6,3,-79.97998241,40.44358891
306694620,23037112,99,2023-03-13T00:01:00,"2200 Block Centre Br Pittsburgh, PA 15219",Y,Middle Hill,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,501,6,3,-79.97599036,40.44516237
306885393,23037816,0,2023-03-14T11:40:00,"5400 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1515,5,3,-79.94195447,40.4025864
306894561,23037805,18,2023-03-14T12:57:00,"900 Block Freeport Rd Pittsburgh, PA 15238",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 5503 Disorderly Conduct.,1201,9,2,-79.89235295,40.4861185
306946772,23038069,99,2023-03-15T03:03:00,"7400 Block Stranahan St Pittsburgh, PA 15206",N,Homewood North,5,MENTAL 201/302,9498 302 (Mental),1301,9,2,-79.8898521,40.46140746
306947408,23038071,99,2023-03-15T03:12:00,"200 Block Reifert St Pittsburgh, PA 15210",N,Knoxville,3,CHECK ON ELDERLY PERSON,9016 Check on Elderly Person,3001,3,5,-79.99211431,40.40813782
307239878,23040325,0,2023-03-19T02:28:00,"4700 Block Mossfield St Pittsburgh, PA 15224",N,Central Lawrenceville,2,99,8106 Shots Fired,902,7,2,-79.94615494,40.46698094
308196414,23046895,6,2023-03-30T17:00:00,"2200 Block Somers Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,509,,,,
306930219,23037973,0,2023-03-14T18:31:00,"Wilkins Ave & Warwick Ter Pittsburgh, PA 15217",Y,Squirrel Hill North,4,99,601.16 Public Urination And Defecation,1401,8,3,-79.93639,40.44754196
306931232,23037955,6,2023-03-14T18:42:00,"5900 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,,,,
307015901,23038506,6,2023-03-15T19:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,8,2,-79.92259331,40.46013934
307018037,23038457,99,2023-03-15T18:20:00,"S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,DOG BITE,9492 Dog Bite,1702,3,3,-79.98078333,40.42501697
307112871,23038960,10,2023-03-16T17:46:00,"700 Block Johnston Ave Pittsburgh, PA 15207",Y,Glen Hazel,4,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1504,5,3,-79.93373924,40.40560986
307128102,23039189,27,2023-03-17T02:10:00,"Allegheny Ave & Ridge Ave Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2108,1,1,-80.01831566,40.44968645
307144199,23039350,99,2023-03-17T10:22:00,"2200 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,MENTAL 201/302,9498 302 (Mental),1608,3,3,-79.97594584,40.41715806
307152726,23039385,14,2023-03-17T04:00:00,"1600 Block Wylie Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,CRIM MISCHIEF,3304 Criminal Mischief.,305,,,,
308127917,23046234,0,2023-03-29T20:00:00,"1000 Block Coverdale St Pittsburgh, PA 15220",N,Westwood,6,99,9994 PFA Service,2811,2,5,-80.04191323,40.43435256
308133912,23046315,11,2023-03-30T00:30:00,"5100 Block Rosecrest Pl Pittsburgh, PA 15201",N,Stanton Heights,5,CREDIT CARDS,4106 Access Device Fraud,1005,9,2,-79.93521515,40.476207
306691996,23037050,10,2023-03-12T23:03:00,"5400 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,709,8,2,-79.93824209,40.4558266
306697064,23037051,99,2023-03-12T22:50:00,"100 Block Bausman St Pittsburgh, PA 15210",N,Knoxville,3,AIDED CASE,9497 Aided Case,3001,,,-79.98798441,40.4144629
306756482,23037336,0,2023-03-13T14:30:00,"200 Block Rothman St Pittsburgh, PA 15210",N,Arlington,3,99,9994 PFA Service,1603,,,,
307115222,23039056,3,2023-03-16T20:20:00,"5th Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.99864926,40.44009359
307165181,23039514,99,2023-03-17T16:19:00,"Montour Way & Strawberry Way Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-79.99677988,40.4419642
306030613,23033123,99,2023-03-05T07:41:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,FOUND DRUGS,9017 Found Drugs,103,6,6,-79.99459105,40.43533467
306033981,23033166,99,2023-03-05T10:30:00,"100 Block Mc Candless St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,FOUND PROPERTY,9489 Found Property,1011,,,,
306693586,23037077,0,2023-03-13T00:59:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,8106 Shots Fired,2620,1,1,-79.99204185,40.46535965
306794351,23037540,99,2023-03-13T22:54:00,"400 Block Oak Hill Dr Pittsburgh, PA 15213",N,Terrace Village,2,AIDED CASE,9497 Aided Case,510,6,3,-79.96967009,40.44211192
307289357,23040822,0,2023-03-20T06:59:00,"700 Block Ivy St Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,703,8,2,-79.93305838,40.45283904
307366005,23035934,10,2023-03-10T14:00:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Homewood West,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99604095,40.43503957
307438427,23041544,6,2023-03-21T13:25:00,"1300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.98517843,40.42861494
306906921,23037875,10,2023-03-14T16:23:00,"400 Block Turrett St Pittsburgh, PA 15206",N,Larimer,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1204,9,2,-79.9103962,40.46163916
306920794,23037918,0,2023-03-14T17:35:00,"200 Block Kingsboro St Pittsburgh, PA 15211",N,Mount Washington,3,99,3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,1807,3,5,-80.00243499,40.42179007
307020149,23038469,0,2023-03-15T18:51:00,"1200 Block W North Ave Pittsburgh, PA 15233",N,Manchester,1,99,9999 9999 - (Misc. Incident): ,2107,6,1,-80.0223229,40.45285627
307222053,23040057,0,2023-03-18T17:05:00,"200 Block Industry St Pittsburgh, PA 15210",N,Beltzhoover,3,99,9994 PFA Service,1809,3,5,-80.00400408,40.42026093
307231680,23040232,10,2023-03-18T23:00:00,"2800 Block N Charles St Pittsburgh, PA 15214",Y,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2614,6,1,-80.01374619,40.46985399
307254402,23040449,6,2023-03-19T10:35:00,"1800 Block Blvd Of The Allies Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,103,6,3,-79.98152665,40.4358047
307284083,23040806,6,2023-03-20T06:00:00,"2400 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1609,,,,
307336366,23040705,10,2023-03-19T22:12:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,3,5,-79.99370505,40.42180226
307365517,23041261,27,2023-03-20T21:42:00,"Central Ave & Kirkpatrick St Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,201,,,,
308133410,23046292,5,2023-03-29T22:40:00,"1800 Block Tonopah Ave Pittsburgh, PA 15216",N,Beechview,6,BURGLARY,3502 Burglary. / 2706 Terroristic Threats. / 2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1920,4,5,-80.02480475,40.40758351
306942366,23037622,0,2023-03-14T05:21:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,804,7,2,-79.94652204,40.45431576
